Date,Open,High,Low,Close,Adj Close,Volume,EMA10,EMA30,ATR,ADX,RSI,MACD,MACDsignal,ClgtEMA10,EMA10gtEMA30,MACDSIGgtMACD,target_cls
2004-12-20,1197.5,1206.75,1195.25,1198.75,1198.75,494262,1195.2220221915063,1181.114537901177,11.405171713356603,34.5192990926385,60.59280350246637,9.92179916599207,10.656354290946163,1,1,1,1
2004-12-21,1198.5,1208.5,1197.25,1208.0,1208.0,451956,1197.5452908839598,1182.8490838430366,11.394088019545418,34.612603418321775,65.03886536218542,10.302879647743566,10.585659362305645,1,1,1,1
2004-12-22,1207.25,1214.25,1206.75,1211.0,1211.0,401650,1199.991601632331,1184.6652719821957,11.115938875292173,35.1902699251326,66.36431856068879,10.723351482190084,10.613197786282532,1,1,-1,1
2004-12-23,1210.75,1216.5,1209.0,1211.75,1211.75,268933,1202.129492244634,1186.4126737897957,10.857657527057016,35.903450295392624,66.7041733329065,10.990406606247234,10.688639550275472,1,1,-1,0
2004-12-27,1212.25,1217.0,1207.25,1208.5,1208.5,297065,1203.2877663819734,1187.8376625775509,10.778539132267229,36.20364220511099,63.70056561559929,10.815131770608104,10.713937994342,1,1,-1,1
2004-12-28,1208.5,1216.75,1207.75,1215.5,1215.5,251113,1205.5081724943418,1189.6223295080315,10.651500622819569,36.48239183556375,67.13333913355363,11.11296337492945,10.793743070459488,1,1,-1,1
2004-12-29,1215.5,1217.25,1212.75,1217.0,1217.0,210237,1207.5975956771888,1191.388630830094,10.2121077211896,36.7901592655458,67.8352838648222,11.33932188686299,10.902858833740188,1,1,-1,0
2004-12-30,1216.75,1219.0,1213.5,1214.75,1214.75,210317,1208.8980328267908,1192.89581593783,9.875528598247486,37.25072242809684,65.57299379254945,11.207958078413869,10.963878682674924,1,1,-1,0
2004-12-31,1214.75,1219.75,1210.75,1213.75,1213.75,246153,1209.7802086764652,1194.241247167647,9.812990841229809,37.009610012502094,64.5427447057519,10.897539617908931,10.950610869721723,1,1,1,0
2005-01-03,1213.5,1221.25,1201.75,1206.25,1206.25,672360,1209.1383525534716,1195.016005414896,10.504920066856252,34.995202058638604,57.27457516549729,9.931855187394603,10.7468597332563,-1,1,1,0
2005-01-04,1206.25,1209.5,1186.75,1191.0,1191.0,869562,1205.8404702710222,1194.7569082913542,11.379568633509376,33.82138192776697,45.94509388350559,7.845557070183759,10.166599200641793,-1,1,1,0
2005-01-05,1190.75,1195.0,1182.75,1183.25,1183.25,855689,1201.7331120399274,1194.0145271112667,11.441742302544425,33.123302579767696,41.45699412148995,5.503351342224505,9.233949628958335,-1,1,1,1
2005-01-06,1183.25,1193.75,1182.75,1188.25,1188.25,678414,1199.281637123577,1193.6426221363463,11.410189280934109,32.475086042339804,45.17776623024184,4.004434018698248,8.188046506906318,-1,1,1,0
2005-01-07,1188.5,1194.5,1183.5,1186.25,1186.25,766197,1196.9122485556538,1193.165678772711,11.380890046581673,31.74523614399028,43.97384743769665,2.6248898590272347,7.075415177330501,-1,1,1,1
2005-01-10,1187.0,1196.75,1185.25,1191.75,1191.75,727775,1195.9736579091714,1193.0743446583426,11.389397900397269,30.678314751908577,48.07202878525837,1.9528835816893209,6.0509088582022645,-1,1,1,0
2005-01-11,1191.25,1192.75,1181.75,1184.0,1184.0,759233,1193.796629198413,1192.4889030674815,11.361583764654606,30.1004408513509,43.269141968082536,0.7858942352659142,4.9979059336149945,-1,1,1,1
2005-01-12,1186.0,1189.75,1176.75,1187.5,1187.5,948455,1192.6517875259742,1192.1670383534506,11.478613495750706,30.09778411888717,45.89804106330892,0.1418325623099008,4.026691259353976,-1,1,1,0
2005-01-13,1187.75,1190.25,1176.25,1178.0,1178.0,727580,1189.9878261576152,1191.2530358790343,11.658712531768511,30.095317153027985,40.422600615699935,-1.1222252448471863,2.996907958513744,-1,-1,1,1
2005-01-14,1178.25,1186.75,1176.75,1183.75,1183.75,518753,1188.8536759471397,1190.768969048129,11.540233065213618,30.09302639901589,44.7210665347454,-1.6411055752996615,2.069305251751062,-1,-1,1,1
2005-01-18,1185.0,1197.75,1180.5,1195.75,1195.75,777663,1190.1075530476596,1191.0903258837336,11.948073560555502,28.14279680209008,52.43410815118244,-1.0716687336278028,1.441110454675289,1,-1,1,0
2005-01-19,1196.0,1197.25,1183.25,1183.5,1183.5,730230,1188.9061797662669,1190.6006274396218,12.094639734801536,26.3318693192304,45.46074762524271,-1.5905239860658185,0.8347835665270675,-1,-1,1,0
2005-01-20,1181.5,1183.0,1174.0,1176.5,1176.5,929786,1186.6505107178548,1189.6909095402914,11.909308325172857,25.829198889239727,42.02162463619105,-2.537313440413982,0.1603641651388575,-1,-1,1,0
2005-01-21,1177.25,1180.75,1167.25,1168.5,1168.5,900208,1183.350417860063,1188.3237540860791,12.02292915908908,26.041048834715383,38.4423298731116,-3.888361435240313,-0.6493809549369766,-1,-1,1,0
2005-01-24,1170.0,1174.25,1164.25,1166.25,1166.25,854722,1180.2412509764154,1186.8996409192353,11.878434219154144,26.509052391332,37.47550170229899,-5.082050189759912,-1.5359148019015636,-1,-1,1,1
2005-01-25,1166.25,1175.5,1166.0,1169.75,1169.75,739854,1178.3337507988854,1185.793212472833,11.708546060643132,26.72224659871099,40.00327068447632,-5.680159040853368,-2.3647636496919247,-1,-1,1,1
2005-01-26,1169.75,1176.75,1169.5,1173.25,1173.25,751462,1177.4094324718153,1184.983972958457,11.39007848488291,26.69309285419622,42.50644454382607,-5.8048294052046,-3.05277680079446,-1,-1,1,1
2005-01-27,1173.0,1178.0,1170.25,1174.75,1174.75,732660,1176.9258992951216,1184.3237166385563,11.130072878819846,26.43358329183989,43.59263786431422,-5.716695594879184,-3.5855605596114044,-1,-1,1,0
2005-01-28,1175.25,1177.5,1166.25,1174.75,1174.75,829911,1176.5302812414632,1183.7060575005848,11.138639101761283,26.640738472686103,43.59263786431423,-5.582497360636808,-3.984947919816485,-1,-1,1,1
2005-01-31,1176.75,1183.0,1176.75,1181.75,1181.75,669875,1177.4793210157427,1183.5798602424827,10.932307737349763,25.837822380911337,48.82526414926787,-4.855333531978431,-4.159025042248874,1,-1,1,1
2005-02-01,1181.25,1191.0,1179.5,1189.25,1189.25,651757,1179.619444467426,1183.9456757107096,10.972857184681924,24.082477898504504,53.77321651866526,-3.631996247052484,-4.0536192832095965,1,-1,-1,1
2005-02-02,1189.75,1196.0,1189.0,1193.25,1193.25,587228,1182.0977272915302,1184.5459546971151,10.689081671490358,23.077229119110665,56.205280845650826,-2.313062519579944,-3.705507930483666,1,-1,-1,0
2005-02-03,1192.25,1193.5,1185.75,1189.5,1189.5,569604,1183.4435950567065,1184.865570523108,10.479147266383904,21.685007585883422,53.37038146761851,-1.5524954964082551,-3.274905443668584,1,-1,-1,1
2005-02-04,1189.75,1204.5,1188.25,1202.0,1202.0,654585,1186.817486864578,1185.9710175861333,10.891351033070768,21.600636812991823,60.51886030687582,0.0582336014772408,-2.608277634639419,1,1,-1,0
2005-02-07,1202.75,1205.0,1199.5,1200.75,1200.75,441330,1189.3506710710185,1186.9245003225117,10.50625453070857,21.57065041499558,59.53594586873703,1.2198221129092417,-1.8426576851296868,1,1,-1,1
2005-02-08,1201.0,1206.25,1200.0,1202.25,1202.25,458474,1191.6960036035605,1187.9132422371883,10.202236349943671,21.66899807073916,60.36778481589832,2.23565559493818,-1.0269950291161134,1,1,-1,0
2005-02-09,1201.75,1204.5,1191.75,1193.0,1193.0,674518,1191.9330938574583,1188.2414201573697,10.38421946780484,20.55348731060703,53.1162135008207,2.2681672336225347,-0.3679625765683837,1,1,-1,1
2005-02-10,1192.5,1199.5,1191.75,1196.5,1196.5,624507,1192.7634404288297,1188.77423176012,10.196060934390209,19.51765589048434,55.30400767407021,2.5469935347725823,0.2150286456998095,1,1,-1,1
2005-02-11,1196.75,1210.0,1193.75,1207.0,1207.0,807304,1195.351905805406,1189.950087775596,10.628485153362336,19.687461001748733,61.1596302379985,3.5740284597789014,0.886828608515628,1,1,-1,0
2005-02-14,1207.75,1208.5,1204.0,1206.25,1206.25,417612,1197.3333774771504,1191.0016950158802,10.190736213836455,19.84513717649424,60.549431633100106,4.278126723418836,1.5650882314962695,1,1,-1,1
2005-02-15,1206.25,1213.5,1205.5,1210.75,1210.75,677146,1199.7727633903958,1192.275779208404,10.03425505570528,20.46686391305692,62.93868970913662,5.1399914402488776,2.280068873246792,1,1,-1,0
2005-02-16,1210.5,1213.5,1203.5,1210.5,1210.5,659402,1201.7231700466875,1193.451535388507,10.031808266012044,20.71912299694475,62.711458031632496,5.736723153545654,2.971399729306564,1,1,-1,0
2005-02-17,1210.75,1212.0,1200.75,1201.0,1201.0,807624,1201.5916845836534,1193.9385331053777,10.1188219612969,20.512193463894583,54.638734339172665,5.381037479877477,3.453327279420747,-1,1,-1,1
2005-02-18,1201.25,1203.75,1197.5,1202.25,1202.25,600297,1201.7113782957165,1194.4747567759982,9.842477535489977,19.818329332151965,55.45133831446658,5.140759103301207,3.790813644196839,1,1,-1,0
2005-02-22,1203.0,1203.25,1184.0,1184.75,1184.75,949859,1198.6274913328589,1193.8473531130303,10.514443425812122,19.297654112691752,43.65942004522454,3.4979112686241933,3.73223316908231,-1,1,1,1
2005-02-23,1185.0,1194.0,1183.5,1192.75,1192.75,761306,1197.5588565450664,1193.7765561379963,10.513411752539827,18.86619975251668,48.998784616550495,2.8090941757161545,3.547605370409079,-1,1,1,1
2005-02-24,1192.75,1201.5,1188.0,1200.75,1200.75,749925,1198.1390644459634,1194.2264557419965,10.726739484501268,17.530881110362863,53.72189911704383,2.875586833116131,3.413201662950489,1,1,1,1
2005-02-25,1200.75,1213.25,1199.75,1212.0,1212.0,657702,1200.6592345466972,1195.3731360167064,10.924829521322604,17.479624498476294,59.413986547965926,3.792347897083573,3.4890309097771057,1,1,-1,0
2005-02-28,1212.0,1214.75,1198.25,1204.0,1204.0,746263,1201.2666464472975,1195.9297078865964,11.323055984085276,17.432029073153053,54.299371151042905,3.82921371190605,3.5570674702028944,1,1,-1,1
2005-03-01,1204.5,1213.25,1203.0,1210.0,1210.0,646303,1202.8545289114254,1196.8374686681063,11.246409128079184,17.387833321067184,57.27035006668552,4.293091900591435,3.7042723562806015,1,1,-1,0
2005-03-02,1210.25,1217.0,1204.0,1209.5,1209.5,864801,1204.0627963820752,1197.6544061733898,11.371665618930672,17.71702609702653,56.93816181168935,4.567719063799814,3.876961697784445,1,1,-1,1
2005-03-03,1209.75,1216.75,1204.5,1210.0,1210.0,802229,1205.1422879489708,1198.4508960976873,11.434403789007051,18.022705103274497,57.205479247164845,4.770715057039297,4.055712369635415,1,1,-1,1
2005-03-04,1210.0,1225.75,1209.25,1224.25,1224.25,709416,1208.6164174127944,1200.1153544139656,11.796232089792264,19.13003616898112,64.05423920192206,6.012142515480036,4.44699839880434,1,1,-1,1
2005-03-07,1225.75,1229.75,1223.25,1225.25,1225.25,590194,1211.640705155923,1201.7369444517742,11.417929797664245,20.47197338370734,64.48379555233747,6.996028501261435,4.956804419295759,1,1,-1,0
2005-03-08,1225.75,1226.5,1218.5,1220.5,1220.5,678481,1213.251486036664,1202.947464164563,11.17379195497394,20.95057090174112,60.7690166877856,7.308235145377921,5.427090564512191,1,1,-1,0
2005-03-09,1220.75,1224.0,1206.5,1207.0,1207.0,1057580,1212.114852211816,1203.2089180894295,11.625663958190088,19.80632791710125,51.66017616322,6.3926336825588805,5.620199188121529,-1,1,-1,1
2005-03-10,1206.75,1211.75,1201.0,1209.5,1209.5,352653,1211.6394245369404,1203.6147943417243,11.563116532605084,18.63495498233794,53.06326349383814,5.8018617822583565,5.656531706948895,-1,1,-1,0
2005-03-11,1210.75,1214.0,1198.0,1201.0,1201.0,243597,1209.704983712042,1203.446097932581,11.880036780276148,17.854945466761958,47.96557922460647,4.594825543763591,5.444190474311834,-1,1,1,1
2005-03-14,1201.5,1208.25,1199.25,1207.75,1207.75,131335,1209.3495321280343,1203.723769033705,11.67431986739928,17.13065091658426,51.91604824369113,4.135240735327216,5.18240052651491,-1,1,1,0
2005-03-15,1207.75,1211.75,1197.25,1198.5,1198.5,118439,1207.3768899229374,1203.3867516766918,11.876154162585047,16.020247587746827,46.68533341250856,2.990150179027296,4.743950457017387,-1,1,1,0
2005-03-16,1198.75,1202.0,1185.5,1187.75,1187.75,85253,1203.8083644824032,1202.377928987873,12.206428865257545,16.188671383290846,41.45758337178189,1.2013738152136284,4.035435128656635,-1,1,1,1
2005-03-17,1188.5,1193.5,1186.25,1190.0,1190.0,53627,1201.29775275833,1201.5793529241394,11.852398232024864,16.345064907724577,42.898829317949776,-0.0342928380900957,3.221489535307289,-1,-1,1,1
2005-03-18,1190.0,1192.5,1189.25,1190.699951171875,1190.699951171875,787043,1199.370879742611,1200.8774560368963,11.23794121545166,16.490287466127327,43.365934944045634,-0.9461803751091792,2.387955553223996,-1,-1,1,0
2005-03-21,1191.5,1193.5,1182.5,1186.25,1186.25,664651,1196.9852652439545,1199.9337491958065,11.22094541434797,17.261068131473444,41.065954257872846,-2.004821355144258,1.5094001715503444,-1,-1,1,0
2005-03-22,1186.25,1193.75,1172.0,1174.25,1174.25,859051,1192.8515806541443,1198.2767331186576,11.973020741894544,18.77927675110753,35.585033338318866,-3.768658916651475,0.4537883539099805,-1,-1,1,1
2005-03-23,1173.0,1180.25,1168.75,1174.5,1174.5,865506,1189.514929626118,1196.7427503368087,11.939233546044932,20.40413268878968,35.77734398370997,-5.087692232172685,-0.6545077633065528,-1,-1,1,1
2005-03-24,1174.75,1184.25,1174.5,1175.5,1175.5,658008,1186.9667606031876,1195.372250315079,11.78285972132744,21.296693209410613,36.59279860605337,-5.983371414051817,-1.7202804934556055,-1,-1,1,1
2005-03-28,1176.0,1183.5,1176.0,1177.5,1177.5,519128,1185.245531402608,1194.219201907655,11.512655455518336,22.125499407130047,38.28070051213403,-6.457383634452299,-2.6677011216549444,-1,-1,1,0
2005-03-29,1177.75,1183.25,1166.75,1170.0,1170.0,975050,1182.473616602134,1192.656672752322,11.868894351552742,23.56857436713329,34.56484218172362,-7.3534629110115475,-3.604853479526265,-1,-1,1,1
2005-03-30,1170.0,1185.75,1169.0,1185.5,1185.5,811569,1183.0238681290186,1192.1949519295915,12.21754475501326,24.50912317382452,46.189967513702825,-6.735251940669059,-4.230933171754824,1,-1,1,0
2005-03-31,1185.5,1188.25,1182.0,1184.0,1184.0,717296,1183.2013466510152,1191.6662453534889,11.7912915582266,24.98599321282349,45.35029326629804,-6.293801728113976,-4.643506883026655,1,-1,1,0
2005-04-01,1183.25,1193.5,1172.5,1177.75,1177.75,1094070,1182.210192714467,1190.7684230726186,12.4490564469247,26.12905868314557,41.93001357586169,-6.374787439324336,-4.989762994286191,-1,-1,1,1
2005-04-04,1177.25,1182.0,1170.75,1179.75,1179.75,810132,1181.7628849482005,1190.0575570679334,12.36340955785865,27.30632916342337,43.40105373535302,-6.206046473015476,-5.233019690032048,-1,-1,1,1
2005-04-05,1180.0,1187.0,1178.5,1185.25,1185.25,665877,1182.3969058667094,1189.747392095809,12.08745173229732,27.60521080297549,47.350907961605486,-5.564371397155128,-5.299290031456664,1,-1,1,1
2005-04-06,1184.75,1193.0,1184.0,1189.25,1189.25,779290,1183.6429229818532,1189.7153022831758,11.866919465704656,27.02294693487564,50.079470370336246,-4.679134555416567,-5.175258936248644,1,-1,-1,1
2005-04-07,1189.25,1195.75,1186.25,1195.25,1195.25,811332,1185.7533006215162,1190.072379555229,11.697853789582894,26.113403837227285,53.93586826917274,-3.4536169779241845,-4.830930544583753,1,-1,-1,0
2005-04-08,1195.25,1195.5,1182.75,1183.5,1183.5,732352,1185.3436095994225,1189.648355067795,11.773007090326972,25.611302667467093,46.379696001391366,-3.391418112619249,-4.543028058190852,-1,-1,-1,1
2005-04-11,1182.75,1187.25,1181.25,1183.75,1183.75,623058,1185.0538623995274,1189.267816031163,11.360649441017902,25.29053316883736,46.55126878672368,-3.284095148489996,-4.291241476250681,-1,-1,-1,1
2005-04-12,1183.75,1193.25,1173.0,1190.0,1190.0,1241970,1185.9531601450678,1189.315053706572,11.995603052373768,25.7236359226804,50.79055095668609,-2.6640091207705154,-3.965795005154648,1,-1,-1,0
2005-04-13,1189.75,1190.5,1173.5,1176.0,1176.0,1005028,1184.1434946641464,1188.456017983567,12.353059977204213,26.125802765534647,42.63341426162642,-3.264636772890526,-3.825563358701824,-1,-1,-1,0
2005-04-14,1175.75,1178.5,1160.0,1160.5,1160.5,1265440,1179.8446774524834,1186.6524039201113,12.792127121689626,27.467973598798583,35.781635262562126,-4.934477391812152,-4.047346165323889,-1,-1,1,0
2005-04-15,1160.25,1164.0,1143.0,1143.5,1143.5,1425780,1173.2365542793043,1183.8683778607492,13.378403755854652,29.54568882245797,30.07300444753549,-7.542649074536257,-4.746406747166363,-1,-1,1,1
2005-04-18,1144.0,1151.5,1135.75,1146.75,1146.75,1106720,1168.4208171376129,1181.473643805217,13.54780348757932,31.74951366348612,32.296825952650806,-9.240873053028963,-5.645300008338883,-1,-1,1,1
2005-04-19,1147.0,1157.0,1146.5,1155.75,1155.75,909978,1166.1170322035014,1179.8140538823,13.33010323846651,33.02369219854372,38.161672132298094,-9.748132602525857,-6.465866527176278,-1,-1,1,0
2005-04-20,1157.75,1159.75,1136.75,1139.75,1139.75,1331510,1161.3230263483192,1177.229276212474,14.020810150004618,34.61737905965675,32.73297908650944,-11.310821621618516,-7.434857546064725,-1,-1,1,1
2005-04-21,1139.25,1163.75,1137.75,1161.5,1161.5,1041607,1161.3552033758976,1176.214484198766,14.87646656786143,35.56516002549345,44.32705296292761,-10.671209638040182,-8.082127964459817,1,-1,1,0
2005-04-22,1161.0,1161.25,1143.75,1157.25,1157.25,960073,1160.608802762098,1174.9909690891682,15.081718955871327,36.44524235091324,42.77558028816909,-10.3875112504727,-8.543204621662394,-1,-1,1,1
2005-04-25,1157.0,1166.25,1155.5,1164.0,1164.0,722198,1161.2253840780802,1174.2818743092218,14.772310459023377,36.57583898441495,46.00783474449237,-9.508402698954342,-8.736244237120783,1,-1,1,0
2005-04-26,1164.25,1166.0,1152.5,1153.75,1153.75,648713,1159.866223336611,1172.957237257014,14.681431140521706,36.87482436308607,42.11746281846711,-9.528948389941888,-8.894785067685003,-1,-1,1,1
2005-04-27,1153.0,1161.5,1145.25,1157.25,1157.25,930845,1159.3905463663182,1171.9438671114,14.793471773341585,37.55418760975827,43.86303229973032,-9.157251157639394,-8.947278285675882,-1,-1,1,0
2005-04-28,1157.5,1158.5,1142.5,1143.0,1143.0,910474,1156.4104470269876,1170.0765208461485,14.87965236096004,38.32800280760615,38.7404833281419,-9.898431375548853,-9.137508903650476,-1,-1,1,1
2005-04-29,1144.0,1159.5,1140.25,1158.5,1158.5,1150690,1156.7903657493534,1169.3296485334938,15.191820049462894,39.16395996317927,46.11236130821203,-9.129858254246528,-9.135978773769686,1,-1,-1,1
2005-05-02,1157.75,1164.5,1155.5,1163.5,1163.5,655692,1158.010299249471,1168.9535421764942,14.749547188786972,39.1812423039092,48.27473278762654,-8.024795458306244,-8.913742110676997,1,-1,-1,1
2005-05-03,1164.0,1168.75,1157.25,1166.0,1166.0,945783,1159.4629721132037,1168.7629910683331,14.51743667530219,38.59105151858388,49.36872616428206,-6.868124658543138,-8.504618620250225,1,-1,-1,1
2005-05-04,1165.75,1177.75,1162.75,1175.25,1175.25,916232,1162.3333408198937,1169.181507773602,14.551905484209176,36.90293144258588,53.30402573472844,-5.145740132705441,-7.832842922741269,1,-1,-1,0
2005-05-05,1175.5,1180.0,1167.5,1175.0,1175.0,995990,1164.6363697617312,1169.5568943688536,14.405340806765665,35.07443281547423,53.18371052362064,-3.757595673627975,-7.01779347291861,1,-1,-1,0
2005-05-06,1174.5,1182.25,1171.0,1171.25,1171.25,786504,1165.838847986871,1169.666126990218,14.179959320568116,33.11344488508105,51.3127619036952,-2.9263418020018435,-6.199503138735257,1,-1,-1,1
2005-05-09,1172.5,1180.75,1170.0,1178.25,1178.25,643470,1168.0954210801672,1170.2199252489136,13.934962226241822,31.39541358388736,54.528453617738194,-1.683321340733528,-5.296266779134911,1,-1,-1,0
2005-05-10,1178.25,1178.5,1163.5,1166.25,1166.25,969039,1167.7598899746822,1169.9638010393062,14.011036352938834,30.43930491272221,48.60216531244272,-1.6475267190476188,-4.5665187671174525,-1,-1,-1,1
2005-05-11,1166.0,1173.5,1158.0,1172.5,1172.5,1092270,1168.6217281611036,1170.1274267787055,14.117390899157488,30.033427293112428,51.55533886823864,-1.102131767936953,-3.873641367281353,1,-1,-1,0
2005-05-12,1172.0,1175.25,1158.5,1159.25,1159.25,1080800,1166.9177775863575,1169.4256573091118,14.305434406360524,29.41215419699676,45.57663613884731,-1.719248182104593,-3.4427627302460007,-1,-1,-1,0
2005-05-13,1160.25,1165.5,1146.75,1156.75,1156.75,1171490,1165.0690907524745,1168.6078729665885,14.62290337733477,29.76510024460237,44.527408911343,-2.38258157574478,-3.2307264993457565,-1,-1,-1,1
2005-05-16,1156.75,1167.75,1154.75,1167.0,1167.0,765420,1165.4201651611154,1168.5041392268083,14.506981707525144,29.776144943017705,49.64577922270681,-2.0574714815795687,-2.996075495792519,1,-1,-1,1
2005-05-17,1167.0,1176.25,1160.75,1175.25,1175.25,885389,1167.2074078590945,1168.9393560508854,14.577911585559065,28.687972289019047,53.37475168342672,-1.1211889692669956,-2.621098190487414,1,-1,-1,1
2005-05-18,1175.0,1189.5,1172.25,1186.75,1186.75,924983,1170.7606064301683,1170.088429854054,14.768775043733417,26.956356523431417,58.03944499297396,0.5425217052713833,-1.9883742113356544,1,1,-1,1
2005-05-19,1186.75,1192.75,1185.25,1191.25,1191.25,776523,1174.4859507155925,1171.4536924441152,14.249576826323883,25.63475205294733,59.73693837650247,2.198790504921135,-1.1509412680842963,1,1,-1,0
2005-05-20,1191.5,1193.0,1186.0,1190.25,1190.25,549423,1177.3521414945756,1172.6663574477209,13.731749910157893,24.43019336455143,59.16414546862021,3.391607478949481,-0.2424315186775408,1,1,-1,1
2005-05-23,1190.75,1199.0,1189.25,1196.25,1196.25,637243,1180.7881157682891,1174.187882773674,13.447339202289472,23.847027025873505,61.546603770724,4.766132373371192,0.7592812597322057,1,1,-1,0
2005-05-24,1196.25,1196.75,1190.5,1193.75,1193.75,628157,1183.1448219922363,1175.449954852792,12.933243544983082,23.30551542567257,59.97646524903925,5.589294243663289,1.7252838565184223,1,1,-1,0
2005-05-25,1192.25,1193.75,1186.25,1192.5,1192.5,590207,1184.8457634481936,1176.549957765515,12.545154720341433,22.27763177656577,59.16373920425711,6.070810874306062,2.5943892600759506,1,1,-1,1
2005-05-26,1192.25,1200.25,1191.75,1198.0,1198.0,549682,1187.2374428212493,1177.9338314580623,12.256215097459902,21.93676602834476,61.62761847879887,6.817630902595283,3.439037588579817,1,1,-1,1
2005-05-27,1198.0,1200.5,1196.0,1200.25,1200.25,278454,1189.603362308295,1179.3735842672197,11.702199733355624,21.643176592764096,62.62119959133439,7.504539689402236,4.252138008744301,1,1,-1,0
2005-05-31,1200.0,1202.0,1191.5,1192.25,1192.25,691298,1190.0845691613322,1180.2043207661088,11.61632832383022,20.780256290153314,56.972576632979965,7.319017631323277,4.865513933260096,1,1,-1,1
2005-06-01,1192.5,1207.0,1191.75,1201.25,1201.25,1059920,1192.1146474956354,1181.5621065231342,11.87587630069949,20.47914888814254,61.21155129573882,7.8082067011321215,5.454052486834501,1,1,-1,1
2005-06-02,1201.5,1205.75,1198.5,1205.25,1205.25,549044,1194.50289340552,1183.09035771519,11.54545656493524,20.199549157703963,62.95821598764698,8.421580397408206,6.047558068949241,1,1,-1,0
2005-06-03,1205.0,1207.0,1194.75,1198.5,1198.5,858227,1195.2296400590617,1184.0845281851778,11.595781096011294,19.414551808547195,58.19580090783097,8.267709870018962,6.491588429163185,1,1,-1,0
2005-06-06,1198.25,1199.5,1193.0,1198.0,1198.0,521956,1195.733341866505,1184.9823005603275,11.231796732010489,18.44585772296405,57.8467372664602,8.013051082235052,6.795880959777558,1,1,-1,1
2005-06-07,1198.0,1209.75,1197.5,1199.0,1199.0,1021351,1196.3272797089587,1185.8866682661128,11.304525536866882,18.638420210927844,58.38436806332229,7.801987347279237,6.997102237277894,1,1,-1,0
2005-06-08,1199.25,1203.5,1193.5,1196.0,1196.0,759672,1196.2677743073298,1186.5391412812023,11.21134514137639,18.26440866298884,56.07379947358662,7.308396246133952,7.059361039049106,-1,1,-1,1
2005-06-09,1195.75,1202.75,1191.25,1201.0,1201.0,345656,1197.1281789787245,1187.4720999082217,11.23196334556379,17.615306208189747,58.98704304317099,7.237253403400473,7.09493951191938,1,1,-1,0
2005-06-10,1201.0,1203.75,1192.5,1199.0,1199.0,210230,1197.468510073502,1188.2158353980135,11.23325167802352,17.12623343117504,57.348639234673286,6.939494727145984,7.0638505549647,1,1,1,1
2005-06-13,1199.0,1207.25,1194.75,1202.5,1202.5,167710,1198.3833264237742,1189.1373944045936,11.32373370102184,17.066942244115204,59.47022803964741,6.906327733189983,7.032345990609757,1,1,1,1
2005-06-14,1202.25,1208.25,1200.0,1205.0,1205.0,100314,1199.586357983088,1190.1607883139743,11.104181293805992,17.12371971334115,60.96388729527741,7.001067806492983,7.026090353786403,1,1,1,1
2005-06-15,1205.0,1209.0,1198.5,1206.5,1206.5,101035,1200.8433838043447,1191.2149310033956,11.061025487105566,16.92952646489541,61.871831686385,7.115168230801601,7.043905929189442,1,1,-1,1
2005-06-16,1206.5,1212.25,1205.25,1210.5,1210.5,98068,1202.5991322035547,1192.4591290031765,10.770952238026595,17.140812164529166,64.25915334785317,7.442566930977364,7.123638129547027,1,1,-1,1
2005-06-17,1210.5,1217.5,1210.0,1222.6800537109375,1222.6800537109375,802869,1206.2502088412607,1194.4088660810964,10.537312792453267,17.910703468842176,70.34750970769542,8.585888522802634,7.416088208198149,1,1,-1,0
2005-06-20,1220.5,1224.5,1215.25,1220.0,1220.0,490354,1208.7501708701225,1196.0599069790903,10.445361878706606,19.273513550275563,67.61804903001185,9.170014960849583,7.766873558728436,1,1,-1,1
2005-06-21,1220.0,1222.5,1216.25,1221.0,1221.0,586447,1210.9774125301003,1197.668945238504,10.145693173084704,20.538980054463707,68.11516021914429,9.602934364324028,8.134085719847555,1,1,-1,0
2005-06-22,1221.0,1225.0,1216.0,1221.0,1221.0,571229,1212.7997011609912,1199.1741745779552,10.063857946435798,21.93702792026991,68.1151602191443,9.832681083692025,8.473804792616448,1,1,-1,0
2005-06-23,1221.25,1222.5,1203.75,1204.0,1204.0,888432,1211.1997554953564,1199.485518153571,10.684296664547528,21.16109523099715,52.288899463184144,8.544503372841291,8.487944508661418,-1,1,-1,0
2005-06-24,1204.0,1206.25,1193.25,1195.75,1195.75,806436,1208.390709041655,1199.244516982373,10.849704045651276,20.1326420334058,46.6270050544194,6.779754415646721,8.146306490058478,-1,1,1,1
2005-06-27,1195.5,1199.25,1192.5,1196.25,1196.25,660708,1206.183307397718,1199.0513223383489,10.556868042390471,19.258912051878344,47.00156047466933,5.359740225073665,7.588993237061516,-1,1,1,1
2005-06-28,1196.0,1207.25,1195.75,1206.75,1206.75,672914,1206.2863424163147,1199.5480112197458,10.624234610791152,18.266435541016364,54.26074127041106,5.023720671490082,7.075938723947229,1,1,1,0
2005-06-29,1206.75,1208.75,1202.0,1203.0,1203.0,525912,1205.6888256133484,1199.7707201733106,10.347503567163214,17.50858361443355,51.5453009514374,4.404061811314932,6.54156334142077,-1,1,1,0
2005-06-30,1203.0,1207.75,1194.0,1195.5,1195.5,805568,1203.8363118654668,1199.4951898395486,10.590539026651555,16.650228779910034,46.52994503607006,3.2700947634705244,5.88726962583072,-1,1,1,1
